Date of joining,Gender,Company Type,WFH Setup Available,Level,Resource Allocation,Mental Fatigue Score,Burn Rate
18/11/2008,Female,Product,No,1,2,3.8,0.22
20/01/2008,Female,Product,Yes,2,4,6.4,0.53
23/09/2008,Male,Product,No,3,5,6.3,0.52
23/11/2008,Female,Service,Yes,3,4,4.6,0.42
8/7/2008,Male,Service,Yes,0,2,2.9,0.18
4/2/2008,Female,Service,Yes,3,7,7.8,0.69
22/11/2008,Female,Product,No,3,7,6,0.56
29/05/2008,Male,Product,Yes,0,1,3.2,0.22
19/06/2008,Male,Service,No,3,6,8.5,0.89
22/10/2008,Male,Service,No,4,8,5.9,0.61
1/10/2008,Male,Product,Yes,0,1,5.9,0.12
16/11/2008,Male,Service,No,0,1,0.1,0
8/10/2008,Female,Product,Yes,2,4,4.7,0.36
27/12/2008,Female,Product,Yes,1,2,2.2,0.17
5/9/2008,Male,Service,Yes,2,4,6.5,0.48
22/10/2008,Female,Product,Yes,1,2,6.1,0.43
3/6/2008,Male,Service,Yes,1,1,4.5,0.29
13/11/2008,Male,Service,No,3,6,7.8,0.62
11/6/2008,Male,Service,No,1,3,5.7,0.5
1/4/2008,Male,Service,Yes,1,1,0.4,0.02
11/3/2008,Female,Service,Yes,1,3,6.1,0.47
6/8/2008,Male,Service,Yes,2,5,7.9,0.64
5/4/2008,Male,Product,No,3,4,6,0.41
18/08/2008,Male,Product,Yes,5,10,9.1,1
15/02/2008,Male,Service,Yes,4,6,7.5,0.66
12/11/2008,Female,Product,Yes,4,7,8.1,0.69
12/3/2008,Female,Service,No,2,5,7.3,0.59
25/11/2008,Male,Service,No,3,5,6.8,0.65
30/04/2008,Female,Service,Yes,2,4,6.4,0.63
13/11/2008,Female,Service,No,1,3,4.9,0.3
9/8/2008,Female,Service,No,1,2,0.8,0.03
17/02/2008,Male,Service,No,3,7,6,0.56
28/12/2008,Female,Product,No,3,6,6.3,0.59
26/05/2008,Female,Service,No,0,1,2.6,0.12
15/06/2008,Female,Service,Yes,2,4,3.6,0.24
26/10/2008,Male,Service,Yes,4,7,5.5,0.49
6/1/2008,Female,Service,Yes,2,5,7.2,0.56
19/05/2008,Male,Service,No,4,6,7.5,0.58
7/9/2008,Female,Service,Yes,3,5,5,0.41
22/05/2008,Female,Product,Yes,1,4,3.7,0.31
13/05/2008,Female,Service,Yes,2,4,5.3,0.32
3/9/2008,Female,Service,Yes,2,4,5.7,0.45
9/11/2008,Female,Product,Yes,1,4,4.5,0.4
27/07/2008,Female,Product,No,2,4,6.5,0.46
2/10/2008,Female,Product,Yes,1,2,4.5,0.37
12/5/2008,Male,Product,No,2,5,5.3,0.33
20/07/2008,Male,Service,Yes,2,5,6.7,0.5
11/5/2008,Female,Product,No,2,6,5.5,0.52
20/06/2008,Male,Product,Yes,0,1,3.7,0.2
9/7/2008,Male,Product,Yes,2,5,5.6,0.41
23/11/2008,Male,Product,No,0,1,1.7,0.14
3/5/2008,Male,Service,No,2,6,8.1,0.67
23/05/2008,Female,Service,Yes,1,3,4.6,0.3
1/10/2008,Female,Product,Yes,2,4,3.5,0.26
18/09/2008,Male,Service,Yes,2,5,5.3,0.36
8/1/2008,Female,Product,No,2,5,6.7,0.54
28/06/2008,Female,Product,Yes,4,6,7.6,0.56
12/7/2008,Male,Service,Yes,2,5,5.7,0.42
25/06/2008,Female,Service,No,2,5,7.5,0.53
18/10/2008,Female,Service,No,3,5,6.9,0.68
1/3/2008,Female,Product,Yes,3,5,5.9,0.44
23/04/2008,Female,Service,No,2,5,4.2,0.35
10/4/2008,Female,Service,Yes,4,7,6.5,0.58
16/06/2008,Female,Service,No,0,1,3.2,0.24
15/12/2008,Male,Service,Yes,3,7,5.9,0.58
22/12/2008,Male,Product,No,5,8,8.9,0.79
4/4/2008,Male,Product,Yes,4,8,8.2,0.86
12/1/2008,Female,Product,No,0,1,1.8,0.03
19/02/2008,Female,Service,Yes,2,3,3.6,0.18
1/3/2008,Female,Service,No,1,3,4.1,0.33
3/12/2008,Male,Service,No,3,7,8,0.74
24/04/2008,Female,Service,Yes,1,1,2.8,0.19
13/03/2008,Female,Service,Yes,1,3,5.8,0.4
5/9/2008,Female,Service,No,1,1,3.4,0.26
7/3/2008,Male,Service,No,2,4,3.4,0.28
14/05/2008,Female,Product,Yes,2,4,6.2,0.61
20/11/2008,Female,Service,Yes,3,6,5.6,0.46
1/6/2008,Male,Service,Yes,1,1,3.9,0.29
11/11/2008,Male,Service,Yes,1,2,5,0.28
28/10/2008,Male,Service,Yes,0,2,4.3,0.27
21/01/2008,Female,Service,Yes,3,4,4.6,0.4
22/12/2008,Female,Service,Yes,3,5,6.6,0.53
27/09/2008,Male,Product,No,2,3,3.9,0.22
17/11/2008,Male,Service,Yes,3,5,5.6,0.46
30/01/2008,Male,Service,No,4,8,7.9,0.7
30/11/2008,Female,Product,Yes,3,5,5.9,0.41
7/10/2008,Male,Service,No,2,5,5.7,0.51
22/12/2008,Female,Product,Yes,1,3,5.5,0.35
21/07/2008,Female,Service,Yes,2,3,5.4,0.3
26/01/2008,Female,Service,No,2,4,5.9,0.38
12/10/2008,Male,Service,No,4,4,9.2,0.97
14/08/2008,Male,Service,Yes,3,6,6.3,0.51
9/1/2008,Female,Product,Yes,3,4,5.8,0.43
8/7/2008,Male,Product,No,1,3,5.9,0.39
24/07/2008,Male,Service,Yes,1,1,5,0.27
14/05/2008,Male,Service,No,2,4,6.5,0.52
31/03/2008,Male,Service,No,3,6,8,0.72
6/7/2008,Female,Service,No,3,5,5.9,0.39
1/1/2008,Male,Service,Yes,2,4,3,0.18
21/02/2008,Female,Service,No,2,4,5.9,0.61
10/9/2008,Female,Service,No,1,3,5.7,0.47
28/07/2008,Female,Service,No,0,1,0.7,0.07
8/6/2008,Male,Product,Yes,3,5,5.2,0.42
25/06/2008,Male,Service,Yes,2,2,2.4,0.18
31/10/2008,Female,Service,Yes,1,3,5.1,0.41
25/01/2008,Female,Service,No,1,3,4.7,0.3
20/09/2008,Female,Service,Yes,2,5,5.1,0.47
6/8/2008,Female,Product,No,2,4,3.2,0.23
31/03/2008,Male,Service,Yes,1,2,5.9,0.24
23/09/2008,Female,Service,Yes,2,3,3.9,0.3
16/08/2008,Female,Service,No,3,7,7.4,0.65
3/2/2008,Female,Service,Yes,2,5,5.6,0.42
16/08/2008,Male,Service,Yes,0,1,0,0
10/4/2008,Male,Product,No,3,8,7.7,0.77
28/08/2008,Female,Service,Yes,0,1,5.9,0.08
9/3/2008,Female,Product,Yes,1,3,4.8,0.31
5/5/2008,Male,Product,No,2,5,8,0.67
29/07/2008,Female,Product,Yes,0,1,4,0.32
10/11/2008,Male,Service,No,3,4,9.7,0.89
12/8/2008,Female,Product,No,3,6,5.9,0.52
12/2/2008,Female,Service,Yes,3,5,5.9,0.44
24/06/2008,Female,Service,Yes,1,3,6.1,0.4
19/12/2008,Male,Service,No,1,3,4.3,0.36
17/04/2008,Female,Product,No,3,7,7.7,0.61
21/08/2008,Male,Product,Yes,1,4,6,0.49
11/12/2008,Female,Service,Yes,1,4,5.9,0.31
23/11/2008,Male,Service,No,4,7,6.9,0.56
29/06/2008,Male,Service,No,3,6,9.1,0.81
13/03/2008,Female,Service,Yes,0,4,2.9,0.15
12/5/2008,Male,Service,No,3,6,7.2,0.55
4/12/2008,Female,Service,No,3,5,5.8,0.43
13/08/2008,Female,Service,Yes,3,7,8.5,0.74
13/04/2008,Male,Product,Yes,2,6,8.8,0.71
22/03/2008,Female,Service,No,2,4,4.1,0.35
6/6/2008,Female,Service,No,5,8,8.8,0.84
5/11/2008,Male,Service,Yes,2,4,5.8,0.37
27/03/2008,Female,Service,No,2,6,6.5,0.62
15/01/2008,Female,Service,Yes,3,6,6.1,0.44
24/10/2008,Male,Service,Yes,1,1,0,0
13/05/2008,Male,Service,Yes,3,6,5.9,0.48
4/4/2008,Male,Product,Yes,1,3,5.4,0.36
9/9/2008,Male,Service,No,2,5,6.7,0.54
28/09/2008,Male,Service,No,3,7,9.4,0.83
6/12/2008,Female,Service,No,0,1,3.5,0.21
16/12/2008,Male,Service,Yes,2,5,5.3,0.31
22/10/2008,Male,Service,No,2,5,6.3,0.51
16/05/2008,Female,Service,Yes,3,5,5,0.38
15/12/2008,Female,Service,Yes,2,3,5.9,0.23
25/04/2008,Male,Service,Yes,1,4,3.8,0.32
27/04/2008,Female,Product,No,3,7,6.6,0.57
26/02/2008,Male,Product,No,3,5,8.1,0.64
5/11/2008,Female,Service,No,2,5,7.4,0.69
24/02/2008,Male,Service,No,3,5,7.5,0.59
29/03/2008,Female,Product,Yes,0,1,3,0.18
10/5/2008,Male,Service,Yes,1,3,5.5,0.42
17/08/2008,Female,Service,No,2,3,4.9,0.4
1/12/2008,Female,Service,Yes,2,3,6.3,0.41
10/8/2008,Male,Service,Yes,2,6,7.2,0.51
29/08/2008,Female,Product,No,2,5,5.9,0.48
11/5/2008,Female,Service,No,3,5,6,0.52
8/9/2008,Male,Product,No,3,5,7.3,0.51
2/6/2008,Female,Service,No,4,8,7.9,0.6
28/11/2008,Male,Service,No,3,7,6.4,0.61
18/02/2008,Female,Service,Yes,2,3,4.1,0.25
14/09/2008,Male,Product,Yes,2,4,3,0.24
23/02/2008,Female,Service,Yes,1,3,2.4,0.14
11/12/2008,Female,Product,Yes,1,2,5.7,0.41
27/05/2008,Male,Service,No,4,9,9.7,0.81
2/12/2008,Male,Product,Yes,2,5,5.7,0.45
10/12/2008,Female,Service,Yes,3,7,8.2,0.67
26/08/2008,Male,Product,Yes,3,7,6.7,0.67
27/07/2008,Female,Product,No,2,5,7.8,0.73
18/01/2008,Male,Service,Yes,4,8,7,0.6
16/03/2008,Male,Product,Yes,1,1,3.9,0.28
18/09/2008,Male,Product,No,2,5,5.7,0.54
12/10/2008,Female,Service,Yes,2,3,5.8,0.45
2/3/2008,Male,Service,No,3,6,9.3,0.77
27/01/2008,Female,Service,Yes,1,3,5,0.4
25/02/2008,Female,Service,No,3,6,8.3,0.66
21/09/2008,Female,Service,No,1,1,4.4,0.28
11/10/2008,Female,Service,No,2,4,6.2,0.47
8/12/2008,Male,Product,No,4,7,7.9,0.63
10/10/2008,Male,Product,Yes,1,3,3.2,0.12
10/10/2008,Male,Service,Yes,1,5,6.1,0.55
13/06/2008,Female,Service,No,3,4,5.5,0.41
30/06/2008,Female,Service,No,0,1,0.9,0
28/09/2008,Male,Service,No,3,5,8.7,0.68
4/8/2008,Female,Service,No,2,5,7.1,0.5
1/6/2008,Female,Product,Yes,1,3,6.1,0.5
26/10/2008,Male,Service,Yes,0,1,3.3,0.21
14/08/2008,Female,Service,Yes,1,3,3.8,0.32
1/7/2008,Male,Product,No,3,7,8.1,0.6
28/10/2008,Male,Product,Yes,2,4,4.5,0.38
1/5/2008,Male,Service,Yes,2,3,4.8,0.26
8/5/2008,Male,Service,Yes,1,3,3.8,0.2
28/10/2008,Female,Service,Yes,3,5,6.6,0.47
20/10/2008,Male,Service,Yes,3,6,6.7,0.58
10/9/2008,Male,Product,Yes,0,1,1.5,0.11
26/02/2008,Female,Service,No,2,5,6.7,0.62
6/4/2008,Male,Product,Yes,2,5,5.9,0.54
15/06/2008,Female,Service,No,1,4,5.9,0.34
23/06/2008,Female,Service,Yes,1,2,6.3,0.43
4/2/2008,Female,Service,Yes,4,7,6.8,0.68
6/4/2008,Female,Service,No,2,5,5.9,0.59
8/9/2008,Female,Product,No,2,6,8.1,0.69
19/02/2008,Female,Product,Yes,1,4,5.2,0.4
8/8/2008,Male,Service,No,3,7,8,0.76
24/09/2008,Male,Product,Yes,2,6,7.5,0.53
12/6/2008,Male,Service,No,4,8,8.2,0.68
30/06/2008,Male,Service,Yes,2,3,5.5,0.45
17/01/2008,Female,Service,Yes,0,2,4.2,0.27
14/12/2008,Female,Service,No,4,7,5.9,0.54
15/12/2008,Male,Service,No,2,6,6.7,0.59
9/8/2008,Male,Product,Yes,1,3,5.3,0.47
28/05/2008,Male,Service,No,3,6,9.4,0.85
18/06/2008,Female,Product,Yes,1,4,4.5,0.33
15/06/2008,Male,Service,Yes,3,6,8.3,0.63
2/6/2008,Female,Service,No,3,5,5.7,0.46
31/01/2008,Male,Product,Yes,2,5,4.2,0.34
1/12/2008,Male,Product,Yes,1,1,2.8,0.09
27/08/2008,Female,Service,Yes,2,6,7,0.58
1/12/2008,Female,Service,Yes,2,3,3.8,0.28
6/4/2008,Male,Service,Yes,3,5,5.5,0.41
23/11/2008,Female,Service,Yes,2,4,6.1,0.38
21/02/2008,Female,Service,Yes,0,1,5.1,0.28
29/12/2008,Female,Product,No,1,2,2.5,0.08
1/11/2008,Male,Service,Yes,3,4,5.9,0.43
4/8/2008,Female,Product,No,1,3,6.1,0.58
4/6/2008,Female,Product,No,2,2,3.3,0.2
22/05/2008,Male,Service,Yes,1,3,5.4,0.44
26/05/2008,Female,Service,No,2,5,6.7,0.58
23/12/2008,Female,Service,No,3,5,6.9,0.54
23/03/2008,Male,Product,No,2,6,6.6,0.61
29/11/2008,Female,Service,Yes,0,1,3.3,0.21
22/06/2008,Female,Service,Yes,1,4,5.9,0.38
28/12/2008,Male,Product,Yes,3,4,5.9,0.43
4/9/2008,Male,Product,No,2,4,7.1,0.53
9/9/2008,Female,Product,Yes,4,7,8.6,0.69
16/03/2008,Female,Product,Yes,2,4,6.5,0.42
8/9/2008,Female,Service,Yes,1,3,6.8,0.47
3/3/2008,Male,Product,No,0,1,4.8,0.25
29/11/2008,Female,Service,No,3,5,5.5,0.49
12/8/2008,Female,Service,Yes,1,3,5.7,0.38
15/06/2008,Male,Service,No,3,6,6.7,0.59
9/2/2008,Female,Service,No,2,4,3.3,0.18
23/09/2008,Male,Product,No,1,2,1.6,0.04
10/9/2008,Female,Product,No,2,5,7.7,0.61
17/04/2008,Female,Product,No,0,2,3.2,0.23
31/10/2008,Female,Service,Yes,2,4,5.8,0.4
24/02/2008,Male,Product,No,4,7,5.9,0.64
16/08/2008,Female,Service,No,4,7,6.3,0.56
3/8/2008,Female,Service,No,2,5,5.7,0.44
7/3/2008,Female,Product,No,2,3,5.9,0.44
3/4/2008,Female,Product,No,3,4,5,0.36
13/08/2008,Male,Service,No,3,7,9.3,0.77
4/5/2008,Male,Service,Yes,3,6,8.4,0.66
12/9/2008,Male,Service,Yes,0,4,5.9,0.11
4/9/2008,Female,Service,No,2,5,6.5,0.5
4/3/2008,Male,Service,No,2,5,6.4,0.5
24/11/2008,Male,Product,Yes,2,4,5.9,0.45
25/09/2008,Female,Product,No,1,3,5.6,0.36
15/03/2008,Female,Service,No,2,3,3.7,0.16
19/01/2008,Female,Service,Yes,3,7,8,0.75
13/11/2008,Male,Product,No,3,6,8.6,0.68
13/01/2008,Male,Product,Yes,1,1,2.9,0.23
22/04/2008,Male,Product,Yes,1,4,5.6,0.36
4/11/2008,Female,Product,Yes,3,4,5.3,0.37
24/11/2008,Female,Service,Yes,3,6,5.7,0.42
4/12/2008,Male,Product,Yes,2,4,5,0.34
25/11/2008,Female,Service,No,2,4,6.5,0.43
6/11/2008,Female,Service,No,3,6,8.9,0.75
22/03/2008,Male,Product,Yes,4,4,7.5,0.71
3/4/2008,Male,Service,No,4,7,8.6,0.71
5/7/2008,Male,Product,Yes,3,5,6.2,0.49
13/05/2008,Female,Product,No,1,3,4.3,0.34
1/7/2008,Male,Service,No,2,4,5.8,0.39
15/12/2008,Male,Service,No,1,3,5.1,0.38
17/11/2008,Female,Product,No,2,4,5.6,0.43
20/12/2008,Male,Product,No,3,5,7.2,0.56
14/05/2008,Male,Product,No,2,5,6.2,0.59
11/11/2008,Female,Service,No,4,7,7.9,0.62
10/6/2008,Female,Service,No,3,6,5.9,0.6
26/04/2008,Female,Product,Yes,1,4,4.6,0.26
31/08/2008,Male,Service,No,3,5,7.6,0.57
20/11/2008,Male,Service,No,4,8,8,0.59
26/12/2008,Male,Product,No,2,5,5.5,0.52
27/09/2008,Male,Product,Yes,2,5,5.2,0.36
13/12/2008,Female,Service,Yes,2,5,6.2,0.56
26/03/2008,Male,Service,No,2,4,4.3,0.26
28/10/2008,Male,Service,No,2,4,6.1,0.42
24/03/2008,Male,Product,Yes,2,4,5.9,0.45
30/03/2008,Female,Service,Yes,2,6,6.9,0.54
16/02/2008,Female,Service,No,4,8,7.9,0.73
20/09/2008,Male,Service,Yes,1,2,6.8,0.45
7/5/2008,Female,Product,No,5,8,9.8,0.86
26/01/2008,Male,Service,Yes,2,5,5.9,0.54
13/12/2008,Male,Product,Yes,0,1,2.3,0.15
17/06/2008,Male,Service,No,0,2,3.2,0.22
3/6/2008,Male,Product,Yes,2,6,6,0.57
14/04/2008,Female,Service,No,2,4,5.9,0.45
10/10/2008,Female,Service,Yes,0,1,5.9,0.24
28/06/2008,Male,Service,Yes,3,5,5.1,0.46
4/6/2008,Male,Service,No,2,5,7.7,0.58
14/03/2008,Male,Service,No,4,8,7.3,0.53
7/9/2008,Male,Service,Yes,2,5,4.9,0.33
2/12/2008,Male,Service,No,3,4,7,0.61
17/05/2008,Male,Service,No,3,6,6.5,0.64
23/08/2008,Male,Service,No,3,6,5.9,0.58
6/9/2008,Female,Product,Yes,1,4,6.1,0.4
22/11/2008,Male,Service,No,3,5,7.3,0.64
24/11/2008,Male,Service,No,4,8,5.8,0.54
30/07/2008,Female,Service,Yes,3,4,5.6,0.49
12/5/2008,Male,Service,Yes,2,4,2.6,0.19
29/07/2008,Male,Service,No,3,7,8.4,0.78
17/08/2008,Female,Product,Yes,0,1,5.9,0.19
23/05/2008,Female,Service,Yes,4,4,7.1,0.58
2/11/2008,Male,Product,No,2,4,7.9,0.62
11/1/2008,Female,Product,No,2,4,5.8,0.46
14/03/2008,Male,Product,Yes,1,1,2.4,0.07
18/05/2008,Female,Product,Yes,1,2,5.9,0.35
1/9/2008,Male,Service,Yes,2,5,5.9,0.33
9/12/2008,Female,Product,Yes,0,2,2.7,0.14
11/7/2008,Male,Product,Yes,2,4,5.1,0.45
9/8/2008,Male,Product,No,2,5,6.9,0.62
25/09/2008,Male,Service,Yes,3,6,8.1,0.73
15/01/2008,Male,Service,No,4,8,8.5,0.8
20/04/2008,Female,Service,Yes,3,6,5,0.4
5/1/2008,Male,Product,Yes,2,5,7.4,0.66
25/01/2008,Female,Service,Yes,3,5,6.8,0.46
27/11/2008,Male,Product,Yes,2,4,7.2,0.51
23/05/2008,Male,Service,No,2,5,6.2,0.59
10/11/2008,Male,Service,No,3,6,5.9,0.61
23/03/2008,Male,Service,No,3,5,5.3,0.37
13/06/2008,Male,Product,Yes,2,3,4.1,0.2
6/10/2008,Female,Service,Yes,2,4,6,0.49
20/04/2008,Female,Service,Yes,3,4,5.4,0.31
20/09/2008,Male,Service,Yes,3,4,6.5,0.48
26/01/2008,Female,Product,No,3,7,8.5,0.69
21/12/2008,Male,Service,Yes,2,3,4,0.27
23/09/2008,Female,Service,Yes,0,1,3.1,0.25
15/08/2008,Female,Service,No,4,8,8.8,0.71
12/7/2008,Female,Product,No,1,3,4,0.3
17/12/2008,Female,Service,No,2,5,5.8,0.35
20/12/2008,Male,Product,Yes,2,5,6.6,0.47
6/4/2008,Female,Product,Yes,1,3,5,0.45
24/06/2008,Male,Product,No,3,5,6.6,0.54
29/12/2008,Male,Product,Yes,2,2,4.8,0.29
28/02/2008,Male,Service,Yes,2,4,5.1,0.44
26/01/2008,Male,Product,No,5,10,8,0.73
14/11/2008,Female,Service,No,3,8,9.2,0.78
14/12/2008,Female,Product,Yes,2,4,6.6,0.49
7/7/2008,Male,Service,Yes,0,1,1.1,0.08
21/08/2008,Male,Service,No,3,6,8,0.67
16/05/2008,Female,Product,Yes,0,1,3.5,0.14
3/12/2008,Female,Product,Yes,0,1,2.9,0.17
20/09/2008,Female,Service,No,4,7,7.1,0.55
30/12/2008,Female,Service,Yes,3,4,5.8,0.34
5/11/2008,Male,Product,Yes,3,6,5.6,0.38
3/11/2008,Female,Service,Yes,3,5,5.6,0.41
29/01/2008,Male,Service,Yes,2,3,5.7,0.48
5/10/2008,Female,Product,No,2,5,6.5,0.51
12/6/2008,Male,Service,No,4,8,10,0.91
26/01/2008,Female,Service,Yes,2,4,4.1,0.35
1/12/2008,Female,Service,No,2,6,7.8,0.57
3/11/2008,Male,Service,Yes,3,6,6.7,0.57
30/06/2008,Male,Service,Yes,1,4,4,0.33
29/04/2008,Female,Service,Yes,2,5,4.9,0.3
28/02/2008,Female,Product,No,3,5,6.4,0.44
9/8/2008,Male,Service,Yes,4,8,8.6,0.7
14/06/2008,Female,Service,No,2,5,7,0.58
12/9/2008,Female,Service,Yes,2,4,5.9,0.43
2/3/2008,Female,Product,Yes,3,5,6.4,0.49
12/9/2008,Female,Service,Yes,1,3,4.4,0.3
27/10/2008,Male,Service,Yes,4,7,9.8,0.83
2/2/2008,Female,Service,No,3,4,6.2,0.49
15/09/2008,Male,Service,Yes,2,5,6.5,0.49
15/03/2008,Female,Product,No,3,6,7.7,0.61
14/09/2008,Male,Product,Yes,3,3,4.3,0.29
8/1/2008,Male,Service,Yes,2,5,7.5,0.63
27/02/2008,Male,Service,Yes,1,2,4.4,0.23
21/11/2008,Male,Product,No,3,4,5.6,0.49
3/4/2008,Male,Service,Yes,3,7,7.2,0.54
16/02/2008,Female,Service,No,1,4,4.5,0.4
30/01/2008,Male,Product,No,3,6,9.2,0.78
19/03/2008,Male,Service,Yes,2,4,6.4,0.48
6/10/2008,Female,Service,Yes,3,6,6.2,0.54
1/9/2008,Male,Product,Yes,1,3,3.3,0.27
5/7/2008,Male,Product,No,4,6,5.9,0.67
1/3/2008,Male,Service,Yes,0,1,3.2,0.16
14/11/2008,Female,Service,Yes,0,1,2.8,0.17
20/09/2008,Male,Product,No,3,5,5.9,0.45
7/7/2008,Female,Service,Yes,1,3,4.5,0.3
27/05/2008,Female,Service,Yes,2,4,5.6,0.41
20/05/2008,Female,Service,No,3,7,8.4,0.74
3/2/2008,Female,Product,Yes,3,5,6.5,0.5
22/07/2008,Male,Service,Yes,2,3,4.2,0.2
4/8/2008,Female,Service,No,3,6,5.6,0.41
28/12/2008,Female,Product,No,1,2,4.5,0.28
27/09/2008,Female,Service,No,3,8,7.7,0.73
10/5/2008,Female,Service,Yes,1,1,1.3,0.02
30/01/2008,Male,Product,Yes,2,2,5.9,0.26
17/04/2008,Male,Product,No,4,8,7.3,0.67
16/01/2008,Female,Service,Yes,1,4,4.8,0.4
29/01/2008,Female,Service,No,2,3,3.2,0.22
28/06/2008,Female,Product,Yes,2,4,5.9,0.17
25/09/2008,Female,Service,No,3,7,6.9,0.55
7/3/2008,Female,Service,No,2,5,7.3,0.59
26/01/2008,Female,Product,No,0,2,4,0.24
24/11/2008,Male,Product,Yes,3,5,7.1,0.5
21/05/2008,Male,Product,Yes,3,4,7.2,0.68
25/10/2008,Female,Product,Yes,3,4,4.7,0.42
17/10/2008,Male,Service,No,1,2,4.3,0.29
20/01/2008,Male,Product,No,2,4,5.8,0.4
23/10/2008,Female,Service,No,2,5,5.3,0.46
23/12/2008,Male,Service,Yes,3,6,7.1,0.52
15/09/2008,Male,Service,No,2,6,6.8,0.65
20/12/2008,Female,Product,No,3,6,7.9,0.64
29/06/2008,Male,Service,No,2,5,6.7,0.55
31/07/2008,Female,Service,Yes,2,5,7.7,0.66
30/05/2008,Male,Service,No,4,8,6.9,0.58
12/5/2008,Male,Service,Yes,2,3,4,0.23
20/04/2008,Male,Service,Yes,3,5,5.3,0.43
28/12/2008,Female,Service,No,3,5,6,0.39
21/04/2008,Male,Service,Yes,2,4,5.3,0.31
13/06/2008,Female,Service,Yes,2,2,5,0.28
2/8/2008,Female,Product,No,2,5,6.8,0.56
24/07/2008,Male,Service,No,1,4,6.6,0.53
27/10/2008,Female,Service,No,2,5,8.1,0.63
2/11/2008,Female,Product,Yes,2,4,5.7,0.49
24/06/2008,Female,Service,No,2,5,8.2,0.66
1/3/2008,Male,Product,Yes,3,5,6.6,0.64
28/10/2008,Female,Service,Yes,2,3,5.9,0.32
28/04/2008,Female,Service,No,3,5,6.3,0.39
22/01/2008,Male,Service,Yes,1,1,1,0.09
26/05/2008,Male,Service,Yes,4,7,7.6,0.56
28/09/2008,Female,Service,Yes,3,6,5.3,0.41
18/02/2008,Female,Service,No,3,6,7.3,0.53
6/2/2008,Female,Service,Yes,3,4,5.8,0.37
19/05/2008,Male,Service,No,3,4,6.5,0.64
12/3/2008,Female,Product,No,3,8,8.2,0.72
2/7/2008,Female,Service,Yes,3,5,5.5,0.37
27/09/2008,Female,Product,Yes,2,2,3.5,0.27
27/04/2008,Male,Service,No,3,6,7.4,0.62
13/04/2008,Female,Product,No,5,9,9.1,0.86
1/5/2008,Male,Service,No,3,6,7.4,0.64
2/9/2008,Female,Service,Yes,4,7,7.4,0.7
1/9/2008,Male,Service,No,2,5,6.7,0.64
13/12/2008,Female,Service,No,1,4,4.1,0.31
6/9/2008,Male,Product,Yes,3,4,4.9,0.42
13/09/2008,Female,Service,Yes,2,4,6.4,0.43
19/12/2008,Male,Service,No,2,5,7.7,0.6
10/9/2008,Female,Service,No,3,8,9.1,0.84
18/12/2008,Female,Product,Yes,1,2,6.7,0.5
1/7/2008,Female,Service,Yes,3,5,5.1,0.44
20/05/2008,Female,Service,Yes,3,7,7,0.55
6/3/2008,Male,Service,Yes,3,5,6.5,0.45
13/04/2008,Male,Service,Yes,0,1,0,0
28/09/2008,Male,Product,Yes,3,6,4,0.35
3/10/2008,Female,Product,Yes,1,2,5.9,0.39
28/01/2008,Female,Service,Yes,3,4,5.9,0.46
2/8/2008,Female,Service,No,2,4,5.5,0.47
1/5/2008,Male,Product,Yes,1,2,3.1,0.21
5/10/2008,Female,Service,No,3,5,5.6,0.49
1/7/2008,Female,Product,No,4,8,8.9,0.76
25/08/2008,Female,Service,Yes,2,3,5.1,0.47
2/4/2008,Female,Product,Yes,2,4,5.3,0.49
23/11/2008,Female,Service,No,3,6,8.6,0.72
25/02/2008,Female,Service,Yes,1,1,3.4,0.23
1/12/2008,Male,Service,No,3,8,8.5,0.8
11/6/2008,Female,Service,Yes,2,4,5.9,0.41
18/10/2008,Female,Service,Yes,2,3,5.7,0.36
19/02/2008,Female,Service,No,3,6,5.4,0.43
19/09/2008,Male,Service,Yes,3,5,6.3,0.46
4/7/2008,Male,Service,No,3,4,3.9,0.29
14/07/2008,Male,Service,No,3,5,7.5,0.54
8/1/2008,Male,Service,No,2,4,6.5,0.53
30/10/2008,Female,Service,No,1,3,5.9,0.46
13/10/2008,Male,Product,No,4,7,7.9,0.6
26/11/2008,Female,Product,Yes,0,1,3.2,0.11
8/2/2008,Female,Service,No,3,6,6.7,0.52
10/5/2008,Female,Service,Yes,1,3,4.8,0.38
10/8/2008,Female,Service,Yes,1,3,5.5,0.39
6/9/2008,Male,Service,Yes,1,3,5.9,0.33
6/6/2008,Female,Product,No,2,5,8.5,0.67
19/09/2008,Female,Service,Yes,3,4,4.7,0.36
7/11/2008,Male,Service,No,1,2,1.8,0.12
31/01/2008,Female,Service,No,3,4,6.6,0.45
8/3/2008,Male,Product,Yes,0,1,0,0
24/04/2008,Male,Product,Yes,2,2,4.8,0.25
17/03/2008,Female,Service,Yes,1,3,3.6,0.2
22/06/2008,Female,Service,No,4,9,9.7,0.86
24/06/2008,Female,Product,No,2,5,6.2,0.53
24/01/2008,Female,Product,No,2,5,8,0.59
7/10/2008,Female,Product,Yes,4,8,5.9,0.59
19/04/2008,Male,Service,Yes,2,5,7.1,0.49
25/11/2008,Female,Product,No,4,7,8.1,0.77
10/8/2008,Female,Product,No,2,5,6.5,0.51
10/9/2008,Female,Service,Yes,3,5,5.2,0.34
6/4/2008,Female,Product,Yes,0,1,0.8,0.07
15/06/2008,Male,Product,Yes,2,3,4.2,0.28
